GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-30mph Time(s),0-60mph Time(s),40-60mph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Cost per mile/km (Instant)($/m),Cost per mile/km (Trip)($/m),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(Â°C),Engine reference torque(Nm),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(Â°C),Exhaust gas temp Bank 1 Sensor 2(Â°C),Exhaust gas temp Bank 2 Sensor 1(Â°C),Exhaust gas temp Bank 2 Sensor 2(Â°C),Exhaust Pressure(psi),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Rate (direct from ECU)(L/m),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(Â°),GPS Latitude(Â°),GPS Longitude(Â°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(Â°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Percentage of City driving(%),Percentage of Highway driving(%),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Transmission Temperature(Method 2)(Â°C),Trip Distance(miles),Trip time(whilst moving)(s),Trip time(whilst stationary)(s)
Fri May 25 19:30:17 EDT 2018,30:17.2,-79.88017933,43.75725692,12.421869,3,237.8876212,315.21835,-6.30034161,-8.65982723,4.77643251,0.12211275,-,-,-,4.70588255,0.20433898,0,0,-,-,0,29.39955139,33.18651581,23.41703606,0,0.05290055,-,-,-,16.07843208,12.54901981,-,-,1287.5,-,-,-,-,-,0,0,-,9.84251976,780.4711914,315.2183533,43.75725555,-79.88018036,14,-,31,217.6716766,23.12832069,55.06607819,4.7009778,-,1.17647064,762,27.78692818,24.85484695,5.09803915,-,-,4.3675971,470.5750122,301.5610046
Fri May 25 19:30:20 EDT 2018,30:20.2,-79.88043203,43.75744076,7.0296936,3,238.349473,316.19193,-2.41455245,-8.45153236,5.07331324,0.05019543,-,-,-,4.31372547,0.08625053,0,0,-,-,12.49957561,12.64985943,33.09033585,23.40062141,0,0.05265787,-,-,-,21.96078491,14.11764717,-,-,987.5,-,-,-,-,-,0.44691065,0.00744851,-,9.84251976,781.9864502,316.1919251,43.75744247,-79.88043213,14,-,31,14.18644047,23.13510513,55.25834656,4.68086243,-,1.17647064,765,15.72497654,13.67016602,4.31372547,-,-,4.38551426,473.8930054,301.5610046
Fri May 25 19:30:23 EDT 2018,30:23.2,-79.8805388,43.75757317,5.915216,3,238.7638491,5.826823,-2.04943657,-8.30069733,5.74728107,0.03985765,-,-,-,5.49019623,0.03934562,12.15686321,11.37254906,-,-,12.49957561,13.96383381,32.98804092,23.36225128,0.03967946,0.05261791,-,-,-,32.15686417,18.8235302,-,-,1337.5,-,-,-,-,-,1.07476473,0.01791275,-,9.84251976,783.3460083,5.82682323,43.75757217,-79.88053894,15,-,31,4.91586018,23.13005829,55.42121124,4.6638236,-,1.96078432,768,13.23196125,12.42742348,4.70588255,-,-,4.39632273,476.7260132,301.5610046
Fri May 25 19:30:26 EDT 2018,30:26.2,-79.88038772,43.75770175,7.469235,3,239.1166143,42.602184,-3.66073442,-6.62954473,6.02979708,0.0057897,-,-,-,10.58823586,-0.01071866,23.92156982,23.52941132,-,-,14.84579754,14.68968201,32.84870529,23.31384659,0.2245601,0.05276078,-,-,-,55.68627548,40,-,-,1362.5,-,-,-,-,-,1.4917109,0.02486185,-,9.84251976,784.5032959,42.6021843,43.75770187,-79.88038635,14,13.19252968,31,4.60438538,23.10236931,55.57811737,4.64740801,-,6.66666698,771,16.70820236,16.15565109,10.98039246,25.43704033,-,4.40837145,479.4750061,301.5610046
Fri May 25 19:30:29 EDT 2018,30:29.2,-79.8801476,43.75785817,9.598062,3,239.3303213,44.143238,-3.21421576,-7.01501083,5.86938524,-0.00398549,-,-,-,10.98039246,-0.03708503,23.52941132,23.13725471,-,-,14.84759235,14.75966454,32.74474716,23.28959465,0.15473266,0.05285991,-,-,-,61.17647171,46.27450943,-,-,1375,-,-,-,-,-,1.51713121,0.02528552,-,9.84251976,785.2044678,44.14323807,43.75785828,-79.88014984,14,17.25177002,31,5.92023182,23.08234596,55.76383972,4.62797785,-,7.84313726,774,21.47025108,21.12662125,11.37254906,77.31084442,-,4.4245286,482.7539978,301.5610046
Fri May 25 19:30:32 EDT 2018,30:32.2,-79.87986954,43.75805759,11.141439,3,239.5825872,44.857944,-3.13520718,-6.6307416,5.85502005,-0.00432881,-,-,-,10.98039246,0.01411796,20.7843132,20.3921566,-,-,14.721982,14.72781372,32.67539978,23.28911972,0.10825694,0.05300076,-,-,-,52.15686417,44.70588303,-,-,1250,-,-,-,-,-,1.20845568,0.02014093,-,9.84251976,786.0321045,44.85794449,43.75805664,-79.87986755,14,8.69442272,31,8.30683899,23.06729889,55.9229393,4.61133289,-,7.45098066,777,24.92268944,24.85484695,10.98039246,45.85989761,-,4.44410372,485.5849915,301.5610046
Fri May 25 19:30:35 EDT 2018,30:35.2,-79.87955913,43.75827838,11.749895,3,239.9493757,44.95794,-3.94684148,-7.14310074,5.42645836,0.01802164,-,-,-,4.70588255,0.01231152,0,0,-,-,14.8215723,29.39955139,32.6249733,23.30142021,0.05487964,0.05291664,-,-,-,21.96078491,29.01960754,-,-,1100,-,-,-,-,-,0,0,-,9.84251976,787.2354736,44.95793915,43.75827789,-79.87956238,14,9.41121769,31,217.6716766,23.06402016,56.10823822,4.59194708,-,1.17647064,780,26.28376579,24.85484695,4.70588255,63.07292557,-,4.46586704,488.9079895,301.5610046
Fri May 25 19:30:38 EDT 2018,30:38.2,-79.87925735,43.75849654,11.06377,3,240.2806014,43.898712,-3.7325604,-7.26999331,5.09007263,0.00933265,-,-,-,4.31372547,0.01295897,0,0,-,-,0,29.39955139,32.58779907,23.30672264,0,0.05265993,-,-,-,20.7843132,15.68627453,-,-,1112.5,-,-,-,-,-,0,0,-,9.84251976,788.3221436,43.89871216,43.75849533,-79.8792572,14,-,31,217.6716766,23.07018852,56.26244736,4.57581329,-,1.17647064,783,24.74894714,23.61210442,4.70588255,63.07292557,-,4.48719645,491.6950073,301.5610046
Fri May 25 19:30:41 EDT 2018,30:41.2,-79.87898709,43.75870211,9.912323,3,240.461429,44.013508,-4.42568207,-7.90565395,5.3474493,0.01425708,-,-,-,4.70588255,-0.00421203,0,0,-,-,0,12.37979698,32.51793289,23.30405807,0,0.05242321,-,-,-,22.35294151,16.47058868,-,-,1075,-,-,-,-,-,0,0,-,9.84251976,788.9154663,44.01350784,43.75870132,-79.87899017,14,-,31,217.6716766,23.08156204,56.43407822,4.55785751,-,1.17647064,785,22.17323303,21.12662125,4.70588255,-,-,4.5068059,494.8200073,301.5610046
Fri May 25 19:30:44 EDT 2018,30:44.2,-79.87874915,43.75887889,7.9403253,3,240.7853833,44.637047,-3.7265749,-6.7636199,4.8291049,-0.01320001,-,-,-,4.70588255,-0.03546269,0,0,-,-,12.49957561,12.5776329,32.45526123,23.29038048,0.01082377,0.05230379,-,-,-,22.35294151,16.47058868,-,-,1050,-,-,-,-,-,0.51185924,0.00853099,-,9.84251976,789.9782715,44.63704681,43.75888062,-79.87874603,14,-,31,14.45075035,23.07911491,56.59448624,4.54107571,-,1.17647064,788,17.76200104,14.91290855,4.70588255,-,-,4.52385664,497.7630005,301.5610046
Fri May 25 19:30:47 EDT 2018,30:47.2,-79.87858414,43.75900493,4.9648676,3,241.0728693,53.65594,-2.46961904,-8.86692619,4.71538019,0.03652941,-,-,-,4.70588255,0.02339433,0,0,-,-,14.88976097,14.74979496,32.31422043,23.2355175,0.07268574,0.05222589,-,-,-,23.92156982,17.25490189,-,-,1037.5,-,-,-,-,-,0.47499204,0.00791653,-,9.84251976,790.9215088,53.65594101,43.7590065,-79.87858582,14,-,31,10.01080704,23.07562828,56.74962234,4.5248456,-,1.17647064,792,11.10609245,9.94193935,4.70588255,-,-,4.53585386,500.6300049,301.5610046
Fri May 25 19:30:50 EDT 2018,30:50.2,-79.8784365,43.75903419,3.8301997,3,241.179459,96.332535,-4.62440062,-6.28118801,5.35582924,0.01083218,-,-,-,4.70588255,-0.00661103,0,0,-,-,14.87181664,14.86777973,32.14907837,23.16246986,0.05994121,0.05221079,-,-,-,23.92156982,17.25490189,-,-,1037.5,-,-,-,-,-,0.43146154,0.00719103,-,9.84251976,791.2711792,96.33253479,43.7590332,-79.87843323,14,-,31,7.34720469,23.07102966,56.93328476,4.50563049,-,1.17647064,794,8.5679121,7.45645428,4.70588255,-,-,4.54386759,504.0509949,301.5610046
Fri May 25 19:30:53 EDT 2018,30:53.2,-79.87831702,43.75903617,2.638034,3,241.216998,39.365887,-3.74094009,-7.83502483,4.58489609,0.01247027,-,-,-,4.70588255,0.00619444,0,0,-,-,14.80766582,15.07593346,32.02872849,23.10588074,0.09099769,0.05222174,-,-,-,28.23529434,18.03921509,-,-,775,-,-,-,-,-,0.43109232,0.00718487,-,9.84251976,791.3943481,39.36588669,43.75903702,-79.87831879,14,-,31,4.90233135,23.06410789,57.07762146,4.49053001,-,1.17647064,797,5.90111399,3.72822714,4.70588255,-,-,4.55004263,506.7600098,301.5610046
Fri May 25 19:30:56 EDT 2018,30:56.2,-79.87829731,43.75905374,0,4,241.269946,35.627674,-1.30962837,6.58644867,7.4483614,0.0647914,-,-,-,4.70588255,0.05125729,0,0,-,-,14.79555321,14.61969852,31.95746613,22.99279785,0.11275025,0.05226478,-,-,-,35.29411697,25.09803963,-,-,725,-,-,-,-,-,0.41691971,0.00694866,-,13.12335968,791.5680542,35.6276741,43.75905228,-79.8782959,14,-,32,0,23.06059456,56.96117783,4.47508335,-,1.17647064,800,0,0,4.70588255,-,-,4.55118704,508.1480103,302.9630127
Fri May 25 19:30:59 EDT 2018,30:59.2,-79.87829731,43.75905374,0,4,241.2801354,35.627674,-1.43771815,4.983531,8.24203968,0.01168764,-,-,-,4.31372547,-0.03220204,0,0,-,-,14.78388977,14.66186714,31.95746613,22.91666412,2.81656814,0.05231456,-,-,-,34.90196228,24.31372643,-,-,700,-,-,-,-,-,0,0,-,13.12335968,791.6015015,35.6276741,43.75905228,-79.8782959,14,-,32,0,23.05405998,56.74221039,4.4578805,-,1.17647064,803,0,0,4.31372547,-,-,4.55118704,508.1480103,306.0929871
